"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH1"
"4435",0.1,"E 56TH AVE","E","3  Principal Arterial - Other",32,4,2,10,19000,2,3.2
"4436",0.06,"N WASHINGTON ST","N","3  Principal Arterial - Other",40,4,4,10,22000,0,0.4
"4437",0.39,"N PICADILLY RD","N","4  Minor Arterial",28,1,2,10,3400,1,0.39
"4438",0.13,"S LOWELL BLVD","S","5  Major Collector",44,4,2,10,2800,3,2.05
"4439",0.06,"E MONTVIEW BLVD","E","5  Major Collector",44,4,2,10,7900,3,0.06
"4440",0.06,"S ZUNI ST","S","5  Major Collector",44,1,2,11,3300,3,1.638
"4441",0.06,"E 8TH AVE","E","3  Principal Arterial - Other",40,4,2,10,17000,3,0.06
"4442",0.06,"E 8TH AVE","E","4  Minor Arterial",44,1,2,10,12000,1,1.265
"4443",0.1,"E 56TH AVE","E","3  Principal Arterial - Other",32,4,2,10,24000,2,1.6
"4444",0.06,"E LOUISIANA AVE","E","5  Major Collector",48,4,2,10,3700,3,0.95
"4446",0.07,"W 11TH AVE","W","5  Major Collector",36,4,2,10,1900,3,0.14
"4447",0.04,"W 48TH AVE","W","5  Major Collector",40,4,2,10,4500,3,1.06
"4448",0.02,"S ZUNI ST","S","5  Major Collector",44,4,2,12,3300,3,2.052
"4449",0.021,"E 56TH AVE","E","3  Principal Arterial - Other",24,4,2,12,16000,2,5
"4450",0.06,"W 14TH AVE","W","5  Major Collector",36,4,2,10,8400,3,0.13
"4451",0.03,"N BROADWAY","N","3  Principal Arterial - Other",66,2.5,4,10,17000,1,0.5
"4452",0.05,"E ALAMEDA AVE","E","3  Principal Arterial - Other",44,4,4,10,29000,0,1.35
"4453",0.06,"W HARVARD AVE","W","5  Major Collector",36,4,2,11,1500,3,1.49
"4454",0.02,"E ALAMEDA AVE","E","4  Minor Arterial",30,4,2,12,23000,0,1.18
"4455",0.04,"PARK AVE W","NW","4  Minor Arterial",60,4,4,10,23000,3,0.15
"4456",0.08,"N LOWELL BLVD","N","5  Major Collector",36,4,2,12,2200,3,1.555
"4457",0.07,"E BUCHTEL BLVD","SE","5  Major Collector",76,4,4,11,8800,1,0.96
"4458",0.1,"N HAVANA WAY","NW","3  Principal Arterial - Other",28,4,2,10,7600,0,0.6
"4459",0.09,"CURTIS ST","NE","5  Major Collector",44,4,2,12,2900,3,1.545
"4460",0.07,"S SHERIDAN BLVD","S","5  Major Collector",34,4,2,10,2600,3,0.07
"4461",0.01,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other",68,4,4,12,20000,3,0.41
"4462",0.1,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,2,10,33000,0,2.7
"4463",0.1,"E 40TH AVE","E","4  Minor Arterial",48,4,4,10,16000,1,0.27
"4464",0.07,"N SPEER BLVD","NW","3  Principal Arterial - Other",72,4,6,10,31000,0,0.27
"4465",0.06,"E LOUISIANA AVE","E","5  Major Collector",40,4,2,11,6000,3,0.78
"4466",0.07,"E 13TH AVE","E","4  Minor Arterial",36,4,3,10,10000,3,1.07
"4467",0.01,"W EVANS AVE","W","3  Principal Arterial - Other",60,4,4,10,30000,0,1.11
"4468",0.01,"S FRANKLIN ST","S","5  Major Collector",20,4,2,10,3000,3,0.38
"4470",0.06,"W 26TH AVE","W","4  Minor Arterial",32,1,2,10,7100,3,1.21
"4471",0.1,"N GRANT ST","N","4  Minor Arterial",52,2.5,3,10,10000,1,0.62
"4472",0.06,"E 17TH AVENUE PKWY","E","5  Major Collector",152,4,4,10,19000,3,1.35
"4473",0.06,"E MARTIN LUTHER KING BLVD","E","4  Minor Arterial",68,2.5,5,12,22000,1,1.91
"4474",0.05,"LAWRENCE ST","NE","4  Minor Arterial",40,4,3,13,5400,1,0.365
"4475",0.06,"22ND ST","NW","3  Principal Arterial - Other",48,2.5,4,10,21000,1,0.3
"4476",0.12,"N STEELE ST","N","5  Major Collector",30,2.5,2,10,900,3,0.24
"4477",0.06,"E MISSISSIPPI AVE","E","5  Major Collector",32,4,2,10,5400,3,0.91
"4478",0.13,"S DOWNING ST","S","4  Minor Arterial",36,4,2,10,16000,3,2.48
"4479",0.05,"E SPEER BLVD","SE","3  Principal Arterial - Other",44,4,4,10,26000,2,0.65
"4480",0.02,"N LINCOLN ST","N","3  Principal Arterial - Other",44,2.5,4,10,27000,1,1.62
"4482",0.06,"E ALAMEDA AVE","E","4  Minor Arterial",30,4,2,12,23000,0,1.34
"4483",0.01,"E 75TH AVE","E","5  Major Collector",30,2.5,2,12,8700,2,3.14
"4484",0.03,"E ALAMEDA AVE","E","4  Minor Arterial",30,4,2,12,23000,0,1.43
"4485",0.05,"W 48TH AVE","W","5  Major Collector",40,4,2,10,4500,3,1.17
"4486",0.18,"S JASON ST","S","5  Major Collector",36,4,2,10,3700,3,1.22
"4487",0.04,"S QUEBEC WAY","S","5  Major Collector",24,1,2,11,4700,3,0.04
"4488",0.01,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,2.29
"4489",0.06,"E FLORIDA AVE","E","4  Minor Arterial",44,4,2,10,11000,3,2.445
"4490",0.11,"E ALBROOK DR","SE","5  Major Collector",44,4,2,10,5900,3,0.93
"4491",0.03,"18TH ST","NW","4  Minor Arterial",52,4,4,10,8600,0,0.06
"4492",0.09,"LARIMER ST","NE","4  Minor Arterial",33,4,3,11,3000,0,0.15
"4493",0.06,"N JOSEPHINE ST","N","4  Minor Arterial",36,4,2,10,17000,3,0.53
"4494",0.08,"W 48TH AVE","W","5  Major Collector",28,1,2,10,8900,2,0.08
"4495",0.05,"N LOWELL BLVD","N","5  Major Collector",36,4,2,12,2200,3,1.35
"4496",0.07,"W 48TH AVE","W","5  Major Collector",40,2.5,2,12,8900,2,0.41
"4497",0.01,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",65,1,4,10,39000,1,1.71
"4498",0.06,"E MARTIN LUTHER KING BLVD","E","4  Minor Arterial",68,2.5,6,12,22000,1,1.97
"4500",0.06,"E 1ST AVE","E","5  Major Collector",36,4,2,11,6800,3,2.29
"4501",0.05,"W FLORIDA AVE","W","4  Minor Arterial",48,4,4,10,10000,1,0.98
"4503",0.12,"S DOWNING ST","S","4  Minor Arterial",36,4,2,10,20000,3,1.09
"4504",0.09,"N BROADWAY","N","3  Principal Arterial - Other",72,4,5,10,23000,1,1.8
"4505",0.06,"S LIPAN ST","S","5  Major Collector",40,4,2,10,4700,3,0.5
"4506",0.06,"E 38TH AVE","E","5  Major Collector",40,4,2,11,2200,3,0.3
"4507",0.065,"N SPEER BLVD","NW","3  Principal Arterial - Other",44,4,4,10,25000,1,1.065
"4508",0.08,"N DAHLIA ST","N","5  Major Collector",30,1,2,10,5700,3,2.48
"4509",0.1,"N LINCOLN ST","N","3  Principal Arterial - Other",44,1,3,10,24000,0,0.1
"4510",0.06,"N LOGAN ST","N","4  Minor Arterial",52,1,3,12,12000,3,0.42
"4511",0.11,"N UNIVERSITY BLVD","N","4  Minor Arterial",36,4,2,10,14000,2,0.46
"4512",0.06,"E 47TH AVE","E","5  Major Collector",34,4,2,10,4400,3,0.4
"4513",0.05,"W 38TH AVE","W","4  Minor Arterial",68,4,4,10,21000,3,0.95
"4514",0.01,"E MARTIN LUTHER KING JR BLVD","E","5  Major Collector",86,4,4,10,22000,1,3.05
"4515",0.06,"E 13TH AVE","E","4  Minor Arterial",36,1,2,11,10000,3,1.52
"4516",0.17,"N YORK ST","N","4  Minor Arterial",44,4,2,10,6700,3,3.53
"4517",0.01,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial",26,2.5,2,12,11000,2,0.81
"4518",0.06,"E 3RD AVE","E","5  Major Collector",36,2.5,2,10,3900,3,1.3
"4519",0.02,"E 47TH AVENUE DR","SE","5  Major Collector",36,4,2,10,2100,3,0.531
"4520",0.02,"E 8TH AVE","E","3  Principal Arterial - Other",40,4,2,10,17000,3,0.12
"4521",0.24,"S TENNYSON WAY","S","5  Major Collector",40,4,2,10,3600,3,0.24
"4522",0.02,"N IRVING ST","N","5  Major Collector",28,1,2,10,2700,3,0.605
"4523",0.04,"N DAHLIA ST","N","5  Major Collector",44,4,2,12,2600,3,1.13
"4524",0.05,"N CROWN BLVD","NE","5  Major Collector",44,4,2,10,2600,3,0.78
"4525",0.06,"14TH ST","NW","4  Minor Arterial",52,1,4,10,3300,3,0.19
"4526",0.06,"W 48TH AVE","W","5  Major Collector",26,4,2,10,4500,3,1.39
"4527",0.02,"E LOUISIANA AVE","E","5  Major Collector",40,4,2,10,3700,3,0.44
"4528",0.06,"W 6TH AVE","W","5  Major Collector",60,1,4,10,5700,3,0.47
"4529",0.06,"E EVANS AVE","E","3  Principal Arterial - Other",52,4,4,10,29000,0,0.06
"4530",0.06,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,5,10,21000,3,1.43
"4531",0.02,"E 45TH AVE","E","5  Major Collector",36,4,2,10,5700,3,0.23
"4532",0.03,"E SPEER BLVD","SE","3  Principal Arterial - Other",44,4,4,10,31000,1,0.5
"4533",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,10000,3,2.12
"4534",0.04,"ARAPAHOE ST","NE","5  Major Collector",40,2.5,2,12,1300,2,0.6
"4535",0.17,"N PERRY ST","N","5  Major Collector",32,4,2,12,6400,3,0.38
"4536",0.06,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,5,10,33000,0,2.2
"4538",0.04,"STOUT ST","NE","4  Minor Arterial",48,4,2,12,5700,0,1.63
"4539",0.045,"N UNIVERSITY BLVD","N","4  Minor Arterial",36,4,2,12,40,0,0.675
"4540",0.04,"W 11TH AVE","W","5  Major Collector",40,4,4,10,8900,3,0.38
"4541",0.06,"E BUCHTEL BLVD","SE","5  Major Collector",30,4,2,11,7000,1,0.25
"4542",0.06,"18TH ST","NW","4  Minor Arterial",52,4,3,9,8600,0,0.12
"4543",0.07,"S DAHLIA ST","S","5  Major Collector",36,4,2,12,4000,3,0.59
"4544",0.06,"E YALE AVE","E","4  Minor Arterial",40,4,2,10,6600,1,0.918
"4545",0.06,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,2.445
"4546",0.06,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial",26,2.5,2,12,11000,2,0.69
"4547",0.07,"18TH ST","NW","4  Minor Arterial",66,4,4,10,8600,0,0.51
"4548",0.02,"N LINCOLN ST","N","3  Principal Arterial - Other",44,4,4,10,27000,1,0.64
"4549",0.07,"N KALAMATH ST","N","4  Minor Arterial",48,4,3,10,12000,3,1.63
"4550",0.06,"N BROADWAY","N","3  Principal Arterial - Other",72,4,5,10,28000,1,3.2
"4551",0.13,"S LIPAN ST","S","5  Major Collector",24,4,2,10,4700,3,1.25
"4552",0.02,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other",72,4,6,12,20000,3,0.74
"4553",0.06,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,2.55
"4554",0.05,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other",34,2.5,2,10,8100,3,0.25
"4555",0.03,"E 18TH AVE","E","4  Minor Arterial",40,2.5,3,12,11000,1,1.01
"4556",0.06,"W 10TH AVE","W","5  Major Collector",32,4,2,10,5900,3,0.585
"4557",0.07,"W DARTMOUTH AVE","W","5  Major Collector",48,4,2,12,12000,1,2.67
"4558",0.1,"E 75TH AVE","E","5  Major Collector",30,2.5,2,12,8700,2,1.34
"4559",0.03,"E YALE AVE","E","4  Minor Arterial",48,4,2,11,13000,1,0.2
"4560",0.1,"E MAXWELL PL","E","5  Major Collector",60,2.5,2,10,4700,3,0.74
"4561",0.13,"E FLORIDA AVE","E","4  Minor Arterial",36,4,2,10,5500,3,0.965
"4562",0.07,"AURARIA PKWY","NE","3  Principal Arterial - Other",44,1,3,11,32000,3,0.3
"4563",0.06,"W DARTMOUTH AVE","W","5  Major Collector",48,4,2,12,12000,1,1.94
"4564",0.06,"E MONTVIEW BLVD","E","5  Major Collector",44,4,2,10,7900,3,0.91
"4565",0.06,"W 13TH AVE","W","4  Minor Arterial",36,4,3,10,12000,3,0.37
"4566",0.06,"N TENNYSON ST","N","5  Major Collector",32,4,2,10,4000,3,0.6
"4567",0.055,"N SPEER BLVD","NW","3  Principal Arterial - Other",48,1,4,12,27000,0,1.655
"4568",0.06,"E YALE AVE","E","4  Minor Arterial",50,4,4,11,14000,1,0.56
"4569",0.02,"E ALAMEDA AVE","E","3  Principal Arterial - Other",52,4,4,10,25000,0,0.02
"4570",0.09,"WELTON ST","NE","5  Major Collector",48,4,3,10,5600,3,1.61
"4571",0.14,"S LOWELL BLVD","S","5  Major Collector",48,1,2,10,2800,3,1.74
"4572",0.07,"S TEJON ST","S","5  Major Collector",40,2.5,2,10,5300,3,0.37
"4573",0.11,"N DOWNING ST","N","4  Minor Arterial",34,4,2,10,5100,3,0.23
"4574",0.02,"E MONTVIEW BLVD","E","5  Major Collector",44,4,2,10,7900,3,0.54
"4575",0.09,"N YORK ST","N","4  Minor Arterial",44,4,4,10,14000,0,2.24
"4576",0.06,"E 38TH AVE","E","5  Major Collector",40,4,2,11,2200,3,0.24
"4577",0.08,"W 35TH AVE","W","5  Major Collector",34,4,2,10,1800,3,0.92
"4578",0.1,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,2,10,33000,0,3
"4579",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,23000,1,3.1
"4580",0.11,"N OGDEN ST","N","4  Minor Arterial",40,4,2,10,4000,3,0.11
"4581",0.03,"20TH ST","NW","4  Minor Arterial",52,4,3,10,17000,1,0.07
"4582",0.06,"E SMITH RD","E","4  Minor Arterial",22,1,2,10,5800,3,1.71
"4583",0.03,"W 32ND AVE","W","4  Minor Arterial",34,2.5,2,10,6700,3,0.94
"4584",0.05,"COURT PL","NE","5  Major Collector",48,4,3,10,4100,3,0.05
"4585",0.08,"W 35TH AVE","W","5  Major Collector",34,4,2,10,1800,3,1.16
"4586",0.11,"N LOGAN ST","N","4  Minor Arterial",34,1,2,10,6800,1,1.84
"4587",0.02,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other",34,2.5,2,10,8100,3,0.32
"4588",0.1,"N PEORIA ST","N","3  Principal Arterial - Other",84,4,5,10,10000,0,1.7
"4589",0.06,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,11,20000,3,1.48
"4590",0.02,"E ALAMEDA AVE","E","4  Minor Arterial",52,4,4,10,23000,0,0.2
"4591",0.06,"W FLORIDA AVE","W","4  Minor Arterial",48,4,4,10,12000,1,2.56
"4592",0.02,"N SPEER BLVD","NW","3  Principal Arterial - Other",40,1,3,10,31000,3,0.02
"4593",0.08,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",65,1,4,10,39000,1,1.79
"4594",0.06,"13TH ST","NW","5  Major Collector",62,4,4,11,990,3,0.09
"4595",0.09,"N DOWNING ST","N","4  Minor Arterial",34,2.5,2,10,4700,3,0.839
"4596",0.04,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,2,12,17000,3,0.54
"4597",0.06,"E 16TH AVE","E","5  Major Collector",36,4,2,12,3600,3,1.14
"4598",0.06,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,5,10,24000,3,1.03
"4599",0.04,"BLAKE ST","NE","4  Minor Arterial",44,1,4,11,7800,0,2.42
"4600",0.06,"W 35TH AVE","W","5  Major Collector",40,4,2,10,630,3,0.48
"4602",0.03,"E 52ND AVE","E","5  Major Collector",24,4,2,10,4500,3,0.03
"4603",0.01,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",130,4,4,10,33000,3,1.09
"4604",0.06,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other",34,2.5,2,10,8100,3,0.59
"4605",0.03,"E 14TH AVE","E","4  Minor Arterial",40,4,3,10,8700,1,1.21
"4606",0.05,"S PERRY ST","S","5  Major Collector",36,4,2,10,3400,3,0.42
"4607",0.15,"N SYRACUSE ST","N","4  Minor Arterial",71,4,2,10,3900,3,0.23
"4608",0.04,"S LOGAN ST","S","4  Minor Arterial",44,2.5,2,10,13000,3,0.66
"4609",0.04,"E YALE AVE","E","4  Minor Arterial",50,4,4,11,14000,1,0.65
"4610",0.11,"E 40TH AVE","E","4  Minor Arterial",20,4,2,17,13000,3,0.534
"4611",0.06,"W 35TH AVE","W","5  Major Collector",30,2.5,2,10,1800,3,0.16
"4613",0.06,"W 17TH AVE","W","5  Major Collector",40,4,2,12,7100,3,1.45
"4614",0.06,"E STAPLETON NORTH DR","S","5  Major Collector",28,4,2,10,9000,3,0.38
"4615",0.06,"S LIPAN ST","S","5  Major Collector",40,4,2,10,4700,3,0.44
"4616",0.03,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,12,17000,3,0.93
"4617",0.04,"E EVANS AVE","E","3  Principal Arterial - Other",52,4,4,10,29000,0,1.5
"4618",0.08,"N ZUNI ST","N","5  Major Collector",38,2.5,2,11,11000,1,0.98
"4619",0.24,"ARKINS CT","E","5  Major Collector",36,4,2,10,4900,3,0.38
"4620",0.06,"S IRVING ST","S","5  Major Collector",40,4,2,10,4100,3,1.03
"4621",0.06,"W MISSISSIPPI AVE","W","4  Minor Arterial",48,1,4,10,13000,3,0.3
"4622",0.03,"W COLFAX AVE","W","5  Major Collector",30,2.5,2,12,3200,3,0.03
"4623",0.06,"E VIRGINIA AVE","E","5  Major Collector",32,4,2,10,4700,3,0.91
"4624",0.03,"S IRVING ST","S","5  Major Collector",40,4,2,10,4100,3,0.64
"4625",0.06,"W HARVARD AVE","W","5  Major Collector",36,4,2,10,1500,3,0.83
"4626",0.06,"E HAPPY CANYON RD","SE","5  Major Collector",48,4,2,10,8400,3,0.54
"4627",0.12,"S MONACO ST","S","4  Minor Arterial",72,4,5,10,15000,3,0.555
"4628",0.04,"17TH ST","NW","5  Major Collector",52,1,3,10,5800,3,0.14
"4629",0.04,"E 31ST AVE","E","4  Minor Arterial",44,2.5,2,12,6900,0,0.12
"4630",0.06,"W 44TH AVE","W","5  Major Collector",40,4,2,10,7800,3,0.24
"4631",0.03,"W MISSISSIPPI AVE","W","4  Minor Arterial",48,1,4,10,22000,3,0.13
"4632",0.07,"E 35TH AVE","E","5  Major Collector",36,4,2,10,2100,3,0.6
"4633",0.05,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,5,10,24000,3,0.97
"4634",0.05,"N ZUNI ST","N","5  Major Collector",40,1,3,10,8600,3,0.58
"4635",0.09,"N JASON ST","N","5  Major Collector",24,1,2,11,350,3,0.34
"4636",0.01,"E 54TH AVE","E","5  Major Collector",24,4,2,10,2300,3,0.32
"4637",0.05,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,1.77
"4638",0.1,"E 56TH AVE","E","3  Principal Arterial - Other",32,4,2,10,19000,2,3.4
"4639",0.07,"N SPEER BLVD","NW","3  Principal Arterial - Other",44,1,4,10,25000,3,2.57
"4640",0.09,"W SARATOGA PL","W","5  Major Collector",36,4,2,10,1800,3,0.475
"4641",0.04,"E 24TH AVE","E","5  Major Collector",36,4,2,13,140,0,0.34
"4642",0.05,"S EMERSON ST","S","4  Minor Arterial",32,4,1,12,1900,2,0.77
"4643",0.06,"E 26TH AVE","E","5  Major Collector",60,4,2,10,5400,3,0.79
"4644",0.08,"N BRIGHTON BLVD","NE","3  Principal Arterial - Other",50,4,4,10,16000,1,0.3
"4645",0.02,"S DOWNING ST","S","4  Minor Arterial",36,4,2,10,20000,3,1.67
"4646",0.1,"N YORK ST","N","4  Minor Arterial",36,4,2,10,13000,1,0.16
"4647",0.06,"S LOWELL BLVD","S","5  Major Collector",48,1,2,10,2800,3,2.53
"4648",0.06,"W 1ST AVE","W","5  Major Collector",48,4,2,11,6200,3,0.81
"4649",0.09,"GLENARM PL","NE","5  Major Collector",48,4,3,10,5300,3,0.36
"4650",0.05,"W LOUISIANA AVE","W","5  Major Collector",36,4,2,10,3900,3,0.86
"4651",0.01,"E ALAMEDA AVE","E","3  Principal Arterial - Other",44,4,4,10,29000,0,1.6
"4652",0.04,"E 18TH AVE","E","4  Minor Arterial",40,2.5,3,12,11000,1,0.21
"4653",0.02,"E 8TH AVE","E","4  Minor Arterial",44,4,2,10,12000,1,0.755
"4654",0.06,"S LOWELL BLVD","S","4  Minor Arterial",46,1,2,10,9400,3,0.33
"4655",0.09,"S QUEBEC ST","S","4  Minor Arterial",100,4,4,10,8400,3,0.09
"4656",0.21,"N JOSEPHINE ST","N","4  Minor Arterial",32,4,2,10,11000,2,1.075
"4657",0.06,"W DARTMOUTH AVE","W","5  Major Collector",44,4,2,11,12000,1,0.37
"4658",0.04,"W 32ND AVE","W","4  Minor Arterial",38,2.5,2,10,7200,3,0.32
"4659",0.05,"W YALE AVE","W","4  Minor Arterial",30,4,2,10,9000,3,0.13
"4660",0.03,"E 13TH AVE","E","4  Minor Arterial",36,4,2,10,2600,3,5.025
"4661",0.06,"W 32ND AVE","W","4  Minor Arterial",34,2.5,2,10,6700,3,0.72
"4662",0.08,"E PRINCETON AVE","E","4  Minor Arterial",76,2.5,4,10,14000,3,0.18
"4663",0.07,"N SYRACUSE ST","N","5  Major Collector",100,4,2,10,3400,3,1.66
"4664",0.12,"S DAHLIA ST","S","5  Major Collector",36,1,2,10,540,2,0.34
"4665",0.08,"N BROADWAY","N","3  Principal Arterial - Other",72,4,5,10,28000,1,3
"4666",0.06,"E 8TH AVE","E","4  Minor Arterial",44,1,2,10,12000,1,1.925
"4668",0.04,"E YALE AVE","E","4  Minor Arterial",40,4,2,10,6600,1,1.108
"4669",0.01,"W 48TH AVE","W","5  Major Collector",20,4,2,10,8900,2,0.09
"4670",0.11,"N LINCOLN ST","N","3  Principal Arterial - Other",62,4,4,10,23000,2,1.4
"4671",0.1,"E 6TH AVENUE PKWY","E","4  Minor Arterial",140,4,4,10,17000,1,1.34
"4672",0.06,"W 46TH AVE","W","5  Major Collector",38,4,2,10,5600,3,2.07
"4673",0.12,"N JOSEPHINE ST","NW","4  Minor Arterial",32,4,2,10,17000,3,0.765
"4674",0.03,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,4,10,28000,3,0.52
"4675",0.1,"S EMERSON ST","S","4  Minor Arterial",32,4,1,12,1900,2,0.62
"4676",0.06,"E 14TH AVE","E","4  Minor Arterial",32,4,3,10,8400,1,3.05
"4677",0.09,"LAWRENCE ST","NE","4  Minor Arterial",40,4,2,12,1800,0,2.035
"4678",0.06,"W 48TH AVE","W","5  Major Collector",28,4,2,10,8900,2,0.2
"4679",0.09,"S LOWELL BLVD","S","5  Major Collector",20,4,2,10,6800,3,0.09
"4680",0.06,"E 24TH AVE","E","5  Major Collector",36,4,2,10,830,3,0.24
"4681",0.06,"W 10TH AVE","W","5  Major Collector",40,4,2,10,5900,3,1.585
"4682",0.05,"S TENNYSON ST","S","5  Major Collector",36,4,2,10,4800,3,1.07
"4683",0.03,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,4,11,31000,1,1.4
"4684",0.04,"E 8TH AVE","E","4  Minor Arterial",44,4,2,10,12000,1,0.795
"4685",0.04,"N KNOX CT","N","5  Major Collector",48,1,3,10,13000,3,0.59
"4686",0.09,"CHAMPA ST","NE","4  Minor Arterial",48,4,3,10,6100,3,1.35
"4687",0.06,"E MISSISSIPPI AVE","E","5  Major Collector",30,4,2,13,890,3,0.17
"4688",0.04,"E EVANS AVE","E","3  Principal Arterial - Other",48,4,4,10,30000,1,2.84
"4689",0.25,"N TENNYSON ST","N","5  Major Collector",32,4,2,10,4000,3,2.46
"4690",0.06,"E 23RD AVE","E","5  Major Collector",34,2.5,2,10,11000,3,3.87
"4691",0.05,"E YALE AVE","E","4  Minor Arterial",50,4,4,11,14000,1,0.61
"4692",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other",44,4,4,10,26000,2,0.88
"4693",0.04,"N LINCOLN ST","N","3  Principal Arterial - Other",62,4,4,10,23000,2,1
"4694",0.06,"E MISSISSIPPI AVE","E","5  Major Collector",32,4,2,10,5400,3,0.55
"4695",0.03,"E YALE AVE","E","4  Minor Arterial",50,4,4,11,14000,1,0.06
"4696",0.08,"S EMERSON ST","S","4  Minor Arterial",32,4,1,12,1900,2,0.4
"4697",0.08,"W QUINCY AVE","W","4  Minor Arterial",30,1,2,10,12000,3,0.13
"4698",0.02,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,23000,3,1.4
"4699",0.09,"E 39TH AVE","E","5  Major Collector",40,4,2,10,2100,3,0.14
"4700",0.11,"N KNOX CT","N","5  Major Collector",48,1,3,10,13000,3,0.33
"4701",0.01,"E FLORIDA AVE","E","4  Minor Arterial",44,4,2,10,11000,3,1.465
"4702",0.09,"WELTON ST","NE","5  Major Collector",48,4,2,11,5600,3,0.98
"4703",0.04,"W 32ND AVE","W","4  Minor Arterial",38,2.5,2,10,7200,3,0.62
"4704",0.03,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial",24,2.5,2,12,11000,2,0.43
"4705",0.09,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other",68,4,4,12,20000,3,0.5
"4707",0.07,"E 16TH AVE","E","5  Major Collector",36,4,2,12,3600,3,1.28
"4708",0.1,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",44,4,4,10,24000,0,2.6
"4709",0.12,"W QUINCY AVE","W","4  Minor Arterial",26,1,2,10,13000,3,2.28
"4711",0.01,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,2.49
"4712",0.17,"S LOWELL BLVD","S","5  Major Collector",40,4,2,10,2800,3,0.91
"4713",0.06,"E FLORIDA AVE","E","4  Minor Arterial",44,4,2,10,11000,3,1.395
"4714",0.06,"E 23RD AVE","E","4  Minor Arterial",48,4,3,10,11000,3,2.91
"4715",0.06,"S MONACO STREET PKWY","S","4  Minor Arterial",76,4,4,10,12000,0,2.51
"4716",0.07,"N DOWNING ST","N","4  Minor Arterial",40,4,3,10,11000,1,2.029
"4717",0.04,"LAWRENCE ST","NE","4  Minor Arterial",40,4,2,12,1800,0,1.575
"4718",0.03,"S TEJON ST","S","5  Major Collector",40,2.5,2,10,3000,3,0.49
"4719",0.08,"W JEWELL AVE","W","4  Minor Arterial",48,4,4,10,12000,0,1.48
"4720",0.05,"E 3RD AVE","E","5  Major Collector",36,2.5,2,10,3900,3,1.55
"4721",0.05,"STOUT ST","NE","4  Minor Arterial",48,4,2,12,5700,0,1.73
"4722",0.12,"N DAHLIA ST","N","5  Major Collector",30,1,2,10,5700,3,3.01
"4723",0.03,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,6900,3,3.2
"4724",0.09,"E 75TH AVE","E","5  Major Collector",20,4,2,12,8700,2,3.03
"4725",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,6900,3,2.6
"4726",0.05,"S SYRACUSE WAY","S","4  Minor Arterial",24,4,2,10,10000,3,0.29
"4727",0.08,"W 35TH AVE","W","5  Major Collector",34,4,2,10,1800,3,1
"4728",0.07,"N PECOS ST","N","4  Minor Arterial",44,4,2,10,14000,3,0.97
"4729",0.1,"N PEORIA ST","N","3  Principal Arterial - Other",84,2.5,6,11,10000,0,1.2
"4730",0.06,"E MISSISSIPPI AVE","E","5  Major Collector",32,4,2,12,1200,3,0.24
"4731",0.18,"W JEWELL AVE","W","5  Major Collector",48,1,2,11,6400,1,0.36
"4732",0.06,"E 14TH AVE","E","4  Minor Arterial",30,4,2,10,8400,1,3.29
"4733",0.06,"E 26TH AVE","E","5  Major Collector",60,4,2,10,5400,3,0.24
